,user_id,sentiment_analysis,posted,item_id,recommend
31448,76561198068549495,1,2014,440,1
31449,porrada,1,2015,440,1
31450,Heisenberg1911,1,2013,570,1
31451,heisenbergZue,2,2014,269270,1
31452,ImJustPro,0,14,730,0
31453,Helakarian-Randomossity,2,2015,105600,1
31454,mlklokodeitanhaem,1,2014,440,1
31455,76561198059399607,2,2015,289650,0
31457,76561198054538030,2,17,730,1
31458,76561198050619485,2,2013,550,1
31459,76561198080171929,2,2014,113200,1
31460,thehellerphant,2,2013,211820,1
31462,76561198077266421,2,2014,40100,1
31463,76561198026641932,2,2014,440,1
31465,deandri,2,2015,730,1
31466,Piratedave11,2,2015,332250,1
31467,76561198039290125,1,2014,72850,1
31468,76561198072460153,2,2014,221100,1
31471,76561198068274264,2,20,290080,0
31472,henarky,2,2013,570,0
31474,nxhng25,2,2014,440,1
31475,henrezy,2,12,280520,1
31476,henrikingi,1,27,346110,1
31477,76561198047779266,2,2014,250600,1
31478,76561198084762125,2,2014,48700,1
31479,76561198106882938,2,2014,440,1
31480,henzo800,2,26,236110,1
31482,antidamage,2,8,406150,1
31491,herio,2,2014,232790,0
31496,bullshitstories,1,2014,304930,1
31498,76561198096849086,0,2015,70,1
31505,76561198055179537,0,2014,223390,1
31506,drkrise,0,2015,254200,0
31507,76561198069297632,1,2014,550,1
31511,hessink,1,2015,359320,0
31513,S35,2,2015,271590,1
31519,sadbadvlad,2,2014,440,1
31521,76561198038296985,2,2015,292630,1
31522,76561198078986224,1,2014,212180,1
31524,76561198062214332,2,2014,1250,1
31525,76561198079660911,1,2014,212160,1
31526,76561198041340133,2,2014,40800,1
31530,76561198064062862,2,2014,243870,1
31533,76561198084658226,1,2014,440,1
31534,76561198084394317,0,2015,243870,1
31535,76561198086302347,1,23,319630,1
31536,76561198062625286,2,6,391540,1
31537,bzr9000,0,2013,221910,1
31540,76561198050540147,0,2015,331200,0
31547,juelino,2,2014,570,1
31548,AlexHowie,0,2015,236850,1
31549,turbogranny,0,2014,570,1
31550,longinus,0,2014,65930,0
31559,76561198078649960,1,2013,200710,1
31560,Tekaru5009,2,2013,440,1
31561,HinataLAD,1,2015,339800,1
31564,76561198009002611,2,23,508600,0
31565,76561198070086431,2,2014,244850,1
31566,76561197994404273,2,2015,222880,1
31567,hippontherun,2,2015,311340,1
31570,76561198057784617,2,2015,227680,0
31578,76561198077658105,2,2015,346110,1
31580,AnEvilReindeer,2,2014,230410,1
31584,76561198027925839,0,5,363680,0
31585,thisurlisaspah,1,2013,221100,1
31586,76561198064491730,2,2014,273110,1
31587,76561198042465147,1,2014,12100,1
31592,MrBambi2,2,27,8930,1
31600,76561198151519460,2,2014,730,1
31601,HItzzzy,2,2014,240,1
31602,76561198090658129,2,2015,730,1
31604,crazyman3476,2,2015,230050,1
31605,xwang,1,2015,322170,1
31608,76561198034888931,2,2015,273350,1
31614,Sk8erboiHongKong,2,19,730,1
31615,Hobgoblin101,2,2014,304930,1
31624,76561198073676219,0,2015,251170,1
31625,76561198066303619,2,2014,440,1
31626,jononopeavi,2,2014,304930,1
31627,holyblade98,1,2013,550,1
31630,76561198094944801,2,2014,261820,1
31632,infidllrone,2,2015,257510,1
31634,76561198064687309,1,2,730,1
31635,76561198069615116,2,2014,730,1
31636,76561198087184731,2,2014,216250,1
31639,JonHT,2,24,730,1
31642,76561198077889162,2,2013,440,1
31646,76561198014910012,2,2013,252490,1
31647,76561198057175454,1,2014,248570,1
31648,76561198069159558,0,2014,219640,1
31650,76561198080709252,1,2015,224260,1
31651,76561198063801454,2,2015,105600,1
31652,DrJWATSON,1,2014,730,1
31653,horizon1101,2,2015,359800,1
31656,76561198058364847,2,2014,440,1
31657,Ghastkiller,2,2014,440,1
31658,HorrorSympathy,2,2015,321360,1
31660,76561198087597289,2,2014,440,1
31661,ttavr0h,2,2012,440,1
31662,quillomanar,2,6,244160,1
31669,PinkMarshmellow,1,2014,269270,1
31670,76561198024130541,0,14,297810,0
31671,houley,2,1,105600,1
31672,Hound-Kun,1,2014,333600,1
31673,housty8,2,5,107410,1
31674,TheRealSiman,2,2015,333930,0
31675,howsitgoinaz,2,25,221380,1
31676,76561198061503100,2,2014,24240,0
31677,76561198054147740,2,2014,440,1
31679,76561198084739540,1,2014,252490,1
31684,76561198064031649,2,2015,208650,1
31685,76561198088045830,1,2014,730,1
31686,arzardpavlou,2,2015,730,1
31687,76561198069989472,2,2014,227860,1
31688,hubzee,2,12,8930,1
31691,TriggerHappyCat,2,2013,252490,1
31694,76561198052282061,2,15,339610,1
31695,FD_GOD_BR,1,2015,238320,1
31699,nayrob,0,2014,4000,1
31700,LVURFR3NZ,1,2014,238170,0
31702,killerinkk,1,2015,95400,1
31706,76561198053676746,2,2015,252950,1
31707,76561198073339163,2,2015,252490,1
31708,76561198075202352,1,2014,34330,1
31712,76561198085788881,2,2013,25500,1
31718,76561198097641296,2,12,306460,1
31724,76561198098802468,2,2015,329950,1
31726,76561198114151170,0,2014,440,1
31727,Spooky4me,2,2014,8870,1
31734,76561198072096094,2,2015,730,1
31735,76561198065322874,2,2014,570,1
31737,76561198054259245,2,2014,304930,1
31738,KIEZ5823,1,2014,203140,1
31747,76561198063574982,1,2014,730,1
31748,hungryhungryhitler,0,2014,254700,1
31749,HunteR_au,2,2015,328070,1
31750,irongladiator,2,2014,440,1
31751,1337hunter,1,18,386360,1
31752,hunterkiller247,0,2015,328670,0
31759,76561198077638723,2,2014,236430,1
31761,76561198022931413,2,2014,730,1
31762,Huntux915,2,2014,224540,1
31768,urafookingretardm8,2,2015,48700,1
31769,kuangbiao,1,2014,246620,1
31771,combatente02,1,2013,10500,1
31772,mypros,1,2013,570,1
31773,76561198104700278,2,2014,44350,1
31775,76561198085004526,1,2014,113400,1
31776,Hyghrize,0,21,730,1
31777,76561198156757844,1,20,730,1
31778,fullysik75,2,2014,570,1
31779,hypermemes,2,2015,255710,1
31780,ERROR_LT,0,2013,730,1
31785,76561198054447419,2,20,303210,1
31786,hyperion_7312,0,2015,72850,1
31789,76561198084554557,2,2015,730,1
31791,Hype_R,2,2013,250420,1
31796,76561198051878549,1,2014,109600,0
31797,MrSmash,2,2015,570,1
31798,iSlendy,2,2015,40800,1
31799,112asdasfasdasd,2,2015,570,1
31800,76561198291759171,2,3,730,1
31801,76561198008725628,2,2015,265630,1
31802,76561198087594857,2,2013,51100,1
31803,danielbook,1,2015,730,1
31804,mulamine,2,2015,105600,1
31805,iamgassy,2,2015,4000,1
31806,76561198082751450,2,2015,550,1
31807,76561198088140468,1,2015,327890,1
31808,ngamerftw,2,2014,252490,1
31810,76561198061357304,0,2015,730,1
31817,76561198058418029,2,17,218620,0
31824,Conkaface,1,2014,218620,1
31827,76561198074377542,0,19,264710,0
31833,76561198081354604,2,2015,238960,1
31834,jettimon,0,2014,282800,1
31842,76561198078913326,2,12,220,1
31844,httpPSGareBADsameASarsenal,2,2014,72850,1
31846,76561198018739984,0,2013,211820,1
31853,76561198081454953,0,2014,4000,1
31856,Kaizhi2000,1,2015,570,1
31857,australianturtlelover,2,2014,730,1
31858,PostmanPot,1,2014,730,1
31861,martiantrain,2,10,412880,1
31863,Anhus,2,2015,65800,1
31864,76561198079632362,2,2014,304930,1
31865,quoilo,2,2014,550,1
31867,76561198043936220,2,2015,72850,1
31868,Flabberdab,2,2013,570,1
31870,76561198069617739,2,2014,271570,1
31877,76561198066371178,2,2015,67370,1
31880,SyvWolf,0,2014,304930,1
31886,76561198074242550,1,2015,8870,1
31888,GamekungX,2,22,413150,1
31890,lmarcegb,1,2014,222900,1
31893,Fanastic_Fox0906,0,27,335300,1
31894,commander_cong,0,2014,221100,1
31895,swinkymalinky,1,2014,22370,1
31900,mindthitiyos,1,2015,244850,1
31901,GoonzaalooX,0,2014,570,1
31909,76561198013199787,2,2014,215470,1
31910,76561198098673552,2,6,252490,1
31911,76561198124366634,2,2014,730,1
31912,76561198075568730,2,2014,113200,1
31914,76561198067630059,2,2015,230410,1
31917,76561198113994865,2,2015,730,1
31918,iamsogoingtodie,2,2015,440,1
31919,76561198047597986,2,2014,440,1
31920,iAndrewT,0,2015,218620,1
31921,76561198142270955,2,27,35140,1
31922,ice32179,1,15,413150,1
31924,Z3LD4,0,25,346110,1
31926,icedragonlord88,2,2015,440,1
31927,Shaun9112,0,2014,247730,0
31928,IceBergs,1,2015,208690,1
31934,murilopr,1,4,391540,1
31936,76561198071175932,2,2012,620,1
31937,76561198075850899,2,2015,218230,1
31941,IcedRaven,2,29,281990,1
31944,76561198078610122,2,18,49520,1
31945,76561198008895770,2,2015,348040,1
31950,JustIcey,2,2014,4000,1
31951,ICe_maN_Tom,2,2013,620,1
31953,76561198056331727,2,2015,373390,1
31954,76561198057845832,1,30,99900,1
31957,76561198067438198,2,15,230410,1
31958,triangless,1,2015,222880,1
31963,76561198039328471,2,2015,249630,1
31968,IgorHM,1,2015,356640,1
31970,76561198064876158,2,2013,440,1
31971,76561198047907062,2,2014,250320,1
31972,ihasMUFFINSWAG,0,2015,323370,1
31973,76561198068605419,1,13,282070,1
31974,76561198091177154,0,11,397100,1
31975,IIPaperPlateII,1,2013,440,1
31978,iiWill,1,2014,213670,1
31979,TheLichQueen,2,2015,264710,1
31982,Spik_eey,2,2013,21100,1
31983,76561197996768219,0,21,437220,0
31987,76561198095337381,1,2015,730,1
31990,76561198018577288,2,2015,218230,1
31991,76561198062988175,2,2013,4850,1
31993,ilostmypokeballs,2,2014,304930,1
31994,c6s,2,2013,440,1
31995,ONIEK25,2,7,440,1
31999,76561198038734710,2,2014,228940,1
32000,LordMemestar,2,17,730,1
32001,76561198077655117,2,5,290340,1
32002,76561198091043690,2,2015,440,1
32003,76561198069620444,2,2015,440,1
32004,nivek5,2,2015,22370,1
32005,76561198035565631,2,2015,8930,1
32006,76561198033429149,2,2014,244850,1
32012,76561198051086356,2,2014,250600,1
32013,brizzlys,0,2015,24960,1
32018,ezratm14,2,15,310380,1
32024,76561198098295542,2,2014,49520,1
32025,immunity,2,2010,17450,1
32034,76561198022619021,2,2015,204300,1
32035,76561198070180161,2,2014,1250,1
32036,TR13180,2,2015,239140,1
32037,ImSeGarner,1,1,105600,1
32039,76561198055088329,2,2015,294860,1
32040,76561198019917406,0,13,407840,0
32042,76561198053667228,2,2015,323370,1
32043,76561198086140906,1,30,248820,1
32045,Incendius,2,2014,243470,1
32046,76561198002127153,2,2014,254260,1
32053,76561198050173375,2,2015,255710,1
32054,76561198066131731,2,2013,550,1
32055,indiegameplus,0,2014,282070,1
32057,76561198024701418,2,2013,216150,1
32058,76561197992272514,2,2014,222880,1
32059,76561198044756744,2,2014,239160,0
32061,InferNAAAL,2,2014,208090,1
32065,INFERNOpineapple,2,2014,211400,1
32075,infin15,0,10,440,1
32080,76561197974875094,2,2013,230050,1
32084,ThatLevelOfMastery,2,2014,243870,1
32088,66d,2,2015,261570,1
32090,InfyIsCool,2,28,411080,1
32092,gamerkung1,0,13,381210,0
32097,76561198043474528,0,2015,8930,1
32098,76561198049088443,1,2015,730,1
32099,thadz,1,2014,237930,1
32102,INKSE7EN,2,2015,377160,1
32103,inmater,2,2015,550,1
32105,76561198111311213,0,2015,208580,1
32106,76561197985389455,2,2011,4560,1
32110,innocentguy,0,2015,219640,1
32114,76561198059653682,0,2014,210898,1
32120,76561198047525161,2,2015,730,1
32121,76561198037738584,0,2015,730,1
32123,76561198078496387,2,2014,224540,1
32124,FuckAlex,2,2015,311210,1
32127,76561198081062889,2,2014,204360,1
32131,76561198028041619,2,2014,238960,1
32132,mrbaconstrips,2,2013,211820,1
32133,2828838282,0,2014,252490,1
32134,76561198042121637,2,2014,108600,1
32135,IAMDESTRUCTOR,2,2014,239030,1
32137,Invaderzim58,2,2014,243470,0
32141,76561198167411513,1,2015,730,1
32142,--ionex--,2,2,730,1
32144,76561198060316305,2,15,324310,1
32146,ipaqmaster1,2,2015,391540,1
32149,SickZoid,2,2014,246620,1
32150,XarxesTheSecond,0,2013,1250,1
32153,76561198074783932,2,24,252950,1
32154,Kael_Lee,2,2015,242760,1
32156,yakyakmoo,2,23,251570,1
32157,ironhead,1,2015,377560,1
32158,IronMoose,2,2013,203160,1
32159,IRunWithScissors,2,2015,8980,1
32160,BigBlackGayJewishGypsy,2,2013,257750,1
32161,76561198077882964,2,2014,208090,1
32163,76561198078313841,1,10,225840,1
32166,935462400,2,2014,440,1
32167,76561198070552548,2,2014,730,1
32168,76561198017709385,2,2014,244850,1
32169,DylanHimself,2,2015,261570,1
32174,theit7,2,21,398180,1
32178,76561198085728306,2,2014,72850,1
32179,76561198090898725,1,2015,440,1
32180,TheTrollScript,1,2014,1250,1
32185,76561198071781219,0,2014,273350,1
32186,helau,1,2015,273110,0
32190,MIN31496,1,2014,218620,1
32194,ONyMi,1,2015,730,1
32195,ItsKawaiiSenpai,0,2014,252490,1
32198,theepichunter,2,2015,346110,1
32201,76561198073147242,2,2015,261570,1
32205,76561198156066297,1,2015,570,1
32206,76561198060459594,2,2014,219740,1
32207,76561198075205060,1,30,218620,0
32209,UWOTM8420QUICKSCOPEUMATE,2,2013,440,1
32210,itsfilfyd,2,2015,274940,1
32220,ItsPao741,2,2013,218230,1
32221,SuspiciousSteam,1,2015,320140,1
32226,76561198040747260,2,2015,212160,1
32227,76561198096736743,2,2015,333930,1
32236,76561198075231791,2,2015,348090,1
32238,76561198093240797,0,2014,302830,0
32239,76561198132628363,2,2014,440,1
32240,IzaiahSalter,0,2015,253530,0
32241,Izaiby,2,2013,236370,1
32243,76561198180904743,2,2015,8930,1
32244,76561198048712102,0,2014,223630,1
32248,I_am_lion,2,1,355150,1
32250,76561198047515235,0,2015,374570,1
32252,76561198076701454,2,2013,550,1
32258,76561198042165187,2,2015,332800,1
32259,Story43,1,4,413150,1
32261,thejaz,2,2014,225080,1
32263,moth3r888,2,2013,40700,1
32265,JoshWAU,2,2015,377160,1
32268,ChickenDinnerImAWinner,1,2014,224540,1
32273,76561198057067237,1,2015,218620,1
32276,76561198028666719,2,2014,322330,1
32279,76561198040946765,2,2014,236390,1
32285,tkjohn,1,2015,49540,1
32286,76561198084470651,1,2015,219150,1
32287,FreddyMercurry23,2,2014,440,1
32288,76561198020583276,1,2015,218620,1
32289,76561198049754654,2,10,233450,1
32291,76561198078836858,2,2014,238010,1
32297,ja1hue,1,2015,417860,1
32300,76561198017427392,2,2014,204100,0
32302,yolomangamer,2,2015,240,1
32304,jaaccjaacc,1,3,241260,1
32307,MSPAINTISCOOL,2,2015,317470,0
32308,76561198122817042,2,2014,227300,1
32310,76561198093624679,0,2014,224540,0
32311,76561198011742990,2,2014,24240,1
32312,76561198131659273,2,2014,243870,1
32314,76561198058464655,1,4,252490,1
32315,JackcoolioX,2,2014,221100,1
32318,nessofonett,2,2015,319630,1
32320,jackhaslegs,2,3,440,1
32321,JackkSTEAM,2,2015,336250,0
32323,76561198010433036,2,2014,261110,1
32324,jacko2369,1,2015,346900,1
32325,76561198295803313,1,9,427730,1
32330,76561198019160833,2,2014,24240,1
32336,76561198065896865,2,2015,332310,1
32337,Jacler,1,2014,224540,1
32338,dandeman31,2,2015,550,1
32343,76561198008111776,2,2014,293010,1
32345,jacob_power,1,2015,314660,1
32351,235269,0,2014,220660,1
32352,76561198083658380,2,2013,218230,1
32353,tradingitems,2,2015,730,1
32355,76561198048370828,2,14,313740,1
32357,76561198047829440,2,2014,221680,1
32358,jago751,2,2014,200210,1
32360,76561198046042632,1,2014,570,1
32361,jaice,2,2013,50300,1
32362,TheGreatBait,1,2015,730,1
32363,jajuny,2,2014,243870,1
32368,fukdat,1,28,730,1
32369,Jakerobbo,0,2015,113200,1
32370,Cibsy,1,2013,440,1
32371,legendary_jake,2,2012,6020,1
32374,76561198136186637,2,2014,222900,1
32382,76561197970849273,2,2014,201810,1
32383,jaky333,2,2013,113020,1
32384,Jamzzzzzz,1,3,346110,1
32385,76561198087831627,2,2015,730,1
32388,76561198107130093,1,19,730,1
32389,jimaroonie,2,2014,246580,1
32390,76561198048911821,2,30,107410,1
32391,76561198066001199,0,2015,570,1
32392,legomagalaga,0,1,6060,1
32402,76561198165671770,2,2015,263060,1
32403,jamesaway,2,13,105600,1
32405,jamesleong,1,2014,247730,1
32406,themitchnz,2,2014,259680,1
32407,1stJamestar,2,2014,203290,1
32408,76561197999719746,2,2014,263440,0
32410,Jampd,1,2013,3720,1
32412,76561198059817358,2,2014,219740,1
32413,76561198071834416,0,2014,252490,1
32416,hardsteph,2,2014,209080,1
32418,76561198046879866,1,24,449050,1
32420,wirebud,2,2014,1250,1
32422,ButtBurger2,1,2015,391540,1
32425,jarjarjake,2,2013,215470,0
32433,supa_man141,0,2013,440,1
32435,jarvgrimr,0,2012,72850,1
32436,76561198053081572,1,2015,292030,0
32438,SpookyScaryGhosts,0,2015,200210,1
32440,1801010101,2,2015,295110,1
32445,quickdix,2,2014,730,1
32446,maxsawl,0,2015,220240,1
32447,obamaisblackiswear,2,2014,208090,1
32448,76561198016407866,2,2015,312530,1
32449,Jasper7798,2,2015,46260,1
32450,76561198086238997,2,2015,239140,1
32451,obviousjosh,1,2014,221640,1
32452,740449400,1,3,730,1
32453,ECP080,2,22,730,1
32455,76561198062137247,2,2015,440,1
32456,jaxar,2,2013,203750,1
32460,76561198053891302,1,23,335000,1
32465,FvckkMyOppz,1,2015,211400,0
32473,Thugorran,2,28,413150,1
32477,76561197966586458,2,28,393380,1
32478,Jaydosity,2,2014,440,1
32479,76561198008825050,2,31,391220,1
32484,BLORGATRON,1,2015,420,1
32492,JazzWazz,2,2014,252490,1
32494,JazzyS465,2,2015,730,1
32495,76561198147318547,2,2014,242760,1
32496,jbearjr,2,15,290530,1
32497,jcoon,2,2014,204360,1
32498,hodgo,2,2014,37700,0
32499,JDMBRAH,2,2013,211820,1
32500,76561198065776095,2,2,211820,1
32503,jelousy,0,2014,22380,0
32506,autismcentral,0,2014,221100,1
32513,jedjezzah,2,2013,730,1
32514,gbusjesus,1,2014,1250,1
32518,skilltablet,2,2015,105600,1
32525,cooljeeves,2,2014,244210,1
32535,76561198074266100,0,2015,207140,1
32543,76561198071867278,1,2014,440,1
32544,squirt711,2,2015,227300,1
32546,jellodoubleo,2,2013,4000,1
32547,76561198110146481,2,2014,202970,1
32548,Jellycaml,2,16,4000,1
32549,jellyj,2,2015,346900,1
32553,76561198075297842,2,2014,440,1
32554,76561198067916016,2,2014,24960,1
32555,jenkthebomber,1,2015,417860,1
32556,gordan_freeman,2,2015,218620,0
32562,Jenny2712,2,2014,730,1
32564,Jensen_Goh,2,2013,570,1
32565,bitchassredskinbush,2,2015,440,1
32566,76561198060533772,2,2014,730,1
32567,jerichoy2k,2,27,1250,1
32570,DDSHADOW77,2,2014,730,1
32571,jesa5,1,2013,550,1
32573,jessicax0,2,26,298050,1
32579,76561198038715881,2,2014,730,1
32580,76561198099289520,0,28,386360,0
32584,JesseKayfabe,2,2014,72850,1
32585,Jessica_Steamrep_,2,2014,570,1
32586,jes7erhead,2,17,253710,0
32588,Nova-6,1,16,394690,1
32589,76561198072577997,1,2014,570,1
32590,Ninjo200,1,2015,221100,0
32593,76561198098664585,2,5,381210,0
32594,morfeuoraculo,0,2015,209000,1
32595,76561198097129448,1,2013,41070,1
32596,Austra1ia,2,2013,220260,1
32598,JohnnyAppleBomb,1,2014,209340,1
32602,76561197986617937,2,2014,230230,1
32603,starfleetbrat,2,6,234920,1
32609,zimran,0,27,730,1
32611,jetfantastic,0,2015,218620,0
32613,76561198072373199,2,2014,440,1
32614,itzprio,0,11,301520,0
32615,76561198112846393,2,13,422970,1
32616,76561198129138319,2,2015,221100,1
32617,76561198063458300,2,8,4000,1
32618,djreap3r,2,2014,218620,1
32624,76561198103976065,2,2015,15750,1
32626,Jezzamiah,2,26,240440,1
32627,keepwatch173,0,2013,236390,1
32628,Jezza453,0,2015,299460,0
32633,76561198071913694,2,13,730,1
32634,joaopedroalbertin,0,30,313160,0
32635,76561198035590106,0,2014,200210,1
32639,WinstonChurchill,2,2012,72000,1
32640,76561198081730960,2,2014,252490,1
32641,76561198042156935,0,2014,208090,1
32642,jikefree,1,2015,730,1
32643,76561197999005150,2,2014,227080,1
32644,76561198069122441,2,2014,220240,1
32646,76561198072672804,2,2014,225420,1
32648,76561198060654968,2,22,264710,1
32650,76561198013919045,2,2015,207140,1
32651,Reskrew,0,2015,105600,1
32656,JimmyCheese,1,23,339800,1
32660,DankHades,2,2014,72850,1
32661,something_random,2,2015,310080,1
32664,76561198046696025,1,2014,104900,1
32666,76561198049148992,1,2014,214550,1
32667,76561198029991313,2,2014,242880,1
32668,76561197984390941,1,2014,8870,1
32672,JinDoritos,1,2015,346900,1
32677,SlenderIAm,1,2015,304050,1
32678,Gigglestik,2,2014,265930,1
32682,76561198024671805,2,2015,306130,1
32686,76561198062085357,2,2015,240,1
32687,jirokanz,2,29,243870,1
32688,weebslayer,1,2014,730,1
32689,jisordy,2,2013,224500,1
32690,76561198054733303,2,2015,730,1
32691,jiumohoo,1,18,257830,1
32696,76561198066049729,1,4,291480,1
32697,moojc,2,9,239140,1
32699,superglab,0,2014,4000,1
32701,76561198088052883,2,24,391730,1
32702,chris_9123456,2,2014,221100,1
32703,76561198094132116,1,2015,570,1
32704,JJavier,0,3,383870,1
32705,alvincjj,2,2015,440,1
32706,76561198080743573,1,2015,350220,1
32707,toottootverysad,0,2014,226700,1
32716,76561198097127444,2,2014,331470,1
32717,76561198057526172,2,4,298260,0
32718,76561198074841136,1,2014,242700,1
32719,76561197995247965,2,2015,218620,1
32720,76561198076034868,2,2015,7670,1
32722,76561198046762243,2,2015,730,1
32723,joa0p3dr0,1,9,107310,1
32724,meaaaaaaat,2,2014,304930,1
32725,JOSAKURA,2,2013,440,1
32727,76561198081343863,2,2014,440,1
32729,costita,0,2015,105600,1
32731,manehjancok,2,31,433340,1
32732,76561198059232168,2,2015,570,1
32734,daflyingspaggettimonsterisreal,2,2014,440,1
32735,myassisgreen,1,2013,17080,1
32739,76561198044416353,2,11,218620,1
32741,76561198011128888,2,11,304930,1
32742,josephjge,1,2015,201810,1
32743,76561198051204223,2,2015,440,1
32744,pirificpower,2,6,271590,1
32748,Joelthymole,2,2013,221640,1
32749,Joeliepolie,2,2015,440,1
32750,Get_Cyrekt,1,2015,227300,1
32751,asdasdasdasdasdasdasdas,2,8,570,1
32752,76561198093735220,2,2014,208090,1
32753,JoeyThreeBalls,2,2014,570,1
32755,icevsfire,2,2013,400,1
32757,The_Mad_Mutant,0,2014,285160,0
32762,8392158,0,2015,34900,0
32771,inconsequential,2,2014,286160,1
32781,thestreetsshallrunwhite,2,2015,207430,0
32785,76561198083611262,2,3,270880,1
32786,phyland,2,19,233270,1
32793,ratbot01,1,2015,200210,0
32794,76561198068264797,2,2015,242860,1
32796,JohnnyTAA,2,10,320040,1
32801,johnnyup,2,2014,8930,1
32802,itspoptarttime,2,2015,4000,1
32804,76561198088485452,1,11,381210,0
32805,76561198036618113,2,2015,320300,1
32809,absz,1,2013,209000,1
32812,Snaplez,1,2014,730,1
32813,1103703132946,2,17,570,1
32814,jollysmash,2,2013,570,1
32815,76561198082640689,2,2014,208090,0
32817,johnnysmith,1,2014,730,1
32818,76561198066588605,1,18,381210,0
32819,76561198078887963,2,2013,4000,1
32820,76561198062206091,0,2014,221910,1
32822,76561198084105682,2,23,394510,1
32823,gg3ds,2,2014,261820,1
32827,BloodyJonesyM8,2,13,417860,1
32830,best_luck_ever,0,2015,218620,0
32832,jops70,1,2014,248820,1
32834,Jorbun,1,2013,213610,1
32836,76561198038098665,1,2014,730,1
32838,jordnr,1,2014,261700,1
32840,76561198042017482,1,2014,570,1
32849,Jorgencho,1,2014,49520,1
32850,JorgeXD132465,1,2013,440,1
32851,76561198074752073,1,2015,295110,1
32852,76561198094009584,1,2013,105600,1
32853,josehobold,2,2013,105600,1
32856,JosephCl,2,23,730,1
32860,76561198076235306,2,2014,33440,1
32861,76561198081495593,0,2013,550,1
32862,josepslopes,1,2014,218620,1
32863,Jose_Demp,2,2014,44320,1
32864,amative,0,23,381210,1
32873,cWodrex,2,2015,440,1
32874,Joshieboy2811,0,30,259080,1
32884,76561198053674558,0,10,204300,0
32890,76561198152017633,2,7,304930,1
32891,saltpeanutty,2,26,413150,1
32893,joshodonnell,2,2014,233250,1
32896,76561197974172778,2,2013,212160,1
32900,76561198074912402,1,2015,221100,0
32902,76561198073211073,2,2015,230410,1
32903,DFTG,2,2015,250760,1
32904,76561198077979593,2,2014,204300,1
32905,toocool4u97,2,2014,440,1
32906,Jozav,2,2012,200210,1
32909,76561197993412979,2,2014,17390,1
32910,Khuth,2,27,730,1
32913,jptrickz23,0,2014,219600,1
32914,JRG2015,1,2013,221100,1
32916,jrgreen1701,2,2015,311210,1
32918,tishoo,0,2015,252950,1
32921,76561198079529922,1,9,412880,0
32925,xDarkEdge,2,2013,223750,1
32926,76561198157508309,2,10,393420,1
32927,76561198045455281,2,2012,204300,1
32928,76561198176716579,1,9,730,0
32929,76561198047572827,2,2014,730,1
32931,2spookis,2,2013,72850,1
32932,76561198072372187,0,2014,109600,0
32933,76561198093336165,1,2014,730,0
32940,76561198089772554,2,2015,304730,1
32944,Judz_The_Communist,2,2015,227940,1
32945,jugganautx,1,2015,65930,0
32946,76561198032049753,2,2015,313120,1
32947,76561198024782279,1,2014,104900,0
32948,juiCeboX1,2,28,319630,1
32950,76561198082484979,1,2015,440,1
32951,MaKaRoVTH,2,2015,730,1
32952,silverthix,2,29,8870,1
32954,76561198089719383,2,2014,218620,1
32955,jules47,2,2015,730,1
32956,76561198050861063,2,2014,268260,1
32960,julezdafool,1,2014,225140,1
32961,julez225,0,27,236390,0
32970,angrymanxl,1,2014,268220,1
32972,76561198096326508,2,2014,214420,0
32973,Jumpaye,2,2014,11610,1
32974,76561197986552181,0,2015,345440,1
32976,76561198087072331,1,2014,208090,1
32977,76561198076645128,1,2014,105600,1
32978,LauncelotDuLake,1,2014,570,1
32979,76561198071041704,2,12,374320,1
32980,76561198059856165,2,2014,42960,1
32983,RuseOwl,0,2015,72850,0
32986,Mooseh1z1,2,27,431240,0
32987,MrHappyTrees,2,2013,730,1
32989,HikuStorm,2,2014,730,1
32990,76561198081189561,1,2015,570,1
32991,76561198102234446,2,2014,730,1
32993,TravCentral,2,2014,233450,1
32994,76561198001654709,2,2015,295110,1
32996,76561198094350759,1,2014,214950,1
32997,EliteAlex,0,2015,730,0
33000,Anycookie,2,2013,570,1
33001,76561198103401549,0,2014,440,1
33002,Beiber,2,14,1840,1
33003,DeanValiant,2,2015,409160,1
33004,supfoo3,2,2013,107900,0
33008,agent_tarm,0,18,315880,1
33010,HelloProcrastinators,2,25,233250,0
33013,76561198083898578,2,16,333930,1
33014,Just_Some_Random_Stranger,2,2014,4000,1
33015,76561198106182243,2,2014,440,1
33016,76561198060434273,2,2014,208090,1
33017,j4sh,2,2013,240,1
33018,76561198091548792,0,2014,99900,0
33023,76561198070637637,2,2015,730,1
33024,jxwp,1,13,242680,1
33028,jyetheguy,2,2015,338170,1
33029,jylesjyles,2,2012,65800,1
33030,76561198087607110,2,2015,275590,1
33032,lixdy,2,2015,620,1
33041,Komyo,1,2014,65980,1
33042,klnarutokl,1,2015,224260,0
33045,76561198085732637,0,2015,233720,1
33047,KAI-_-,2,2014,206440,1
33048,OfficialKilx,1,22,49520,1
33051,drugweeduser,2,2014,265630,1
33053,76561198094411433,2,2014,304930,1
33054,minicraftiChico,1,11,440,0
33055,1R1M1,2,2014,234710,0
33058,K0RS41R,2,15,379720,1
33059,K1CK_DUCK,2,2015,362890,1
33060,K3nokis,0,2015,236390,0
33061,k41r05,2,2014,265930,1
33065,BaronFD,2,2013,12800,1
33066,gladwall,1,2015,203160,1
