,genres,release_date,item_id
103300,"['Action', 'Indie', 'Massively Multiplayer']",2017,729760
103301,['Action'],2017,702270
103302,"['Action', 'Indie', 'Massively Multiplayer']",2017,730350
103303,"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",2017,723700
103304,['Action'],2017,695650
103305,"['Action', 'Strategy']",2017,634150
103306,"['Education', 'Utilities']",2016,724460
103307,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2017,717380
103308,"['Casual', 'Indie', 'Strategy']",2017,700490
103309,"['Action', 'Adventure', 'Indie', 'RPG']",2017,728980
103310,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2017,722940
103311,Sin dato,0,698260
103312,"['Action', 'Casual', 'Indie']",2017,722240
103313,['Simulation'],2017,562398
103314,['Simulation'],2017,376944
103315,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017,709140
103316,Sin dato,0,668510
103317,"['Casual', 'Indie', 'Strategy']",2017,508200
103318,"['Indie', 'Simulation', 'Audio Production', 'Early Access']",2017,673730
103319,"['Action', 'Indie']",2017,696060
103320,"['Action', 'Adventure']",2017,601430
103321,"['Simulation', 'Strategy']",2017,660160
103322,"['Adventure', 'Indie']",2017,730340
103323,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017,686680
103324,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",0,644800
103325,"['Casual', 'Indie', 'Massively Multiplayer', 'Early Access']",2017,699680
103326,Sin dato,2016,726400
103327,"['Casual', 'Indie']",2017,715840
103328,Sin dato,0,714910
103329,"['Casual', 'Indie']",2017,725420
103330,"['Casual', 'Free to Play', 'Indie']",2017,731540
103331,"['Casual', 'Indie']",2017,729130
103332,['Indie'],2017,722010
103333,"['Indie', 'RPG', 'Strategy']",2017,732200
103334,Sin dato,0,505220
103335,Sin dato,2017,447400
103336,"['Animation &amp; Modeling', 'Design &amp; Illustration']",2017,714270
103337,"['Adventure', 'RPG', 'Strategy']",2017,663380
103338,"['Action', 'Adventure', 'Indie']",2017,716150
103339,['Indie'],2017,723770
103340,['Strategy'],2017,677650
103341,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Strategy']",2017,714050
103342,"['Casual', 'Indie', 'Racing', 'Simulation']",2017,710640
103343,"['Action', 'Indie']",2017,718910
103344,['Adventure'],2017,686500
103345,"['Casual', 'Indie']",2017,731220
103346,"['Adventure', 'Indie']",2018,711760
103347,['Action'],2017,570050
103348,"['Action', 'Indie']",2017,715430
103349,"['Casual', 'Indie']",2017,718660
103350,['Casual'],2017,730070
103351,['Action'],2017,714350
103352,['Indie'],2017,661490
103353,"['Adventure', 'Indie']",2017,721350
103354,"['Action', 'Indie', 'Racing', 'Sports']",2017,675290
103355,"['Action', 'Indie', 'Racing', 'Sports']",2017,675280
103356,"['Action', 'Adventure', 'Casual', 'Indie']",2017,714280
103357,"['Indie', 'RPG', 'Strategy']",2017,731780
103358,"['Indie', 'RPG', 'Strategy']",2017,732170
103359,"['Indie', 'Racing', 'Sports']",2017,716600
103360,['Action'],2017,719370
103361,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,673940
103362,"['Action', 'Adventure', 'Casual', 'Indie']",2017,722220
103363,['Simulation'],2017,657470
103364,Sin dato,0,692530
103365,"['Casual', 'Indie', 'Strategy']",2017,718840
103366,"['Casual', 'Indie']",2017,722020
103367,['Photo Editing'],2017,583860
103368,['Action'],2017,656090
103369,"['Casual', 'Indie', 'Racing']",2017,716130
103370,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2017,718090
103371,['Casual'],2017,703050
103372,"['Action', 'Casual', 'Indie']",2017,656880
103373,Sin dato,0,582560
103374,"['Adventure', 'Indie']",2017,687900
103375,"['Indie', 'RPG']",2017,485390
103376,"['Casual', 'Indie', 'Strategy']",2017,623170
103377,"['Action', 'Adventure', 'Indie', 'Strategy']",2017,722340
103378,"['Casual', 'Indie']",2017,719130
103379,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017,715370
103380,"['Adventure', 'Casual', 'Indie']",2017,704660
103381,"['Casual', 'Indie', 'Simulation']",2017,520370
103382,"['Action', 'Adventure', 'RPG']",2017,666840
103383,"['Action', 'Adventure', 'RPG']",2017,561950
103384,"['Action', 'Adventure', 'RPG']",2017,356190
103385,"['Action', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2017,668170
103386,"['Action', 'Adventure', 'RPG']",2017,629580
103387,"['Action', 'Adventure', 'RPG']",2017,716270
103388,"['Casual', 'Simulation', 'Early Access']",2017,722540
103389,['Casual'],2017,717950
103390,['Casual'],2017,719610
103391,"['Adventure', 'Casual']",2017,591090
103392,"['Action', 'Indie']",2017,665270
103393,['Action'],2017,679030
103394,"['Adventure', 'Casual', 'Indie', 'Simulation']",2017,720470
103395,['Adventure'],2017,532980
103396,"['Action', 'Indie']",2017,700610
103397,"['Adventure', 'Indie', 'Early Access']",2017,698610
103398,"['Action', 'Indie', 'Early Access']",2017,349510
103399,"['Adventure', 'Indie']",2017,712610
103400,"['Action', 'Adventure', 'Indie']",2017,712810
103401,Sin dato,0,712150
103402,Sin dato,0,720540
103403,"['Casual', 'Indie', 'Strategy']",2017,720840
103404,"['Action', 'Adventure', 'Indie']",2017,685990
103405,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017,686580
103406,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2017,711460
103407,Sin dato,2012,712540
103408,"['Action', 'Indie']",2017,568060
103409,"['Action', 'Indie', 'RPG', 'Strategy']",2017,339250
103410,"['Racing', 'Simulation', 'Sports']",2017,724720
103411,"['Casual', 'Indie', 'Simulation']",2017,678310
103412,"['Action', 'Indie', 'RPG', 'Strategy']",2017,721880
103413,"['Action', 'Indie', 'RPG', 'Strategy']",2017,721870
103414,"['Action', 'Indie']",2017,402330
103415,"['Adventure', 'Casual', 'Indie']",2017,727400
103416,Sin dato,2015,664670
103417,"['Utilities', 'Video Production']",2017,679560
103418,"['Casual', 'Indie', 'Strategy']",2017,664190
103419,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2017,679540
103420,['Video Production'],2017,679570
103421,"['Indie', 'Strategy']",2017,720000
103422,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017,713380
103423,"['Adventure', 'Indie']",2017,384740
103424,"['Action', 'Adventure']",2017,711480
103425,['Casual'],2017,715320
103426,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017,598960
103427,['Casual'],2017,709590
103428,['Simulation'],2017,685080
103429,['Strategy'],2017,699860
103430,"['Action', 'RPG', 'Strategy', 'Early Access']",2017,603330
103431,"['Adventure', 'Indie']",2017,694370
103432,"['Adventure', 'Casual']",2017,723950
103433,"['Adventure', 'Indie']",2017,701690
103434,"['Indie', 'Strategy']",2017,715460
103435,"['Casual', 'Indie', 'Simulation']",2017,694790
103436,Sin dato,0,702070
103437,"['Action', 'Adventure', 'Free to Play', 'Indie']",2017,693760
103438,"['Casual', 'Indie']",2017,674360
103439,Sin dato,0,680170
103440,Sin dato,0,679080
103441,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017,719460
103442,['Adventure'],2017,701900
103443,"['Casual', 'Indie']",2017,699080
103444,"['Indie', 'RPG', 'Strategy']",2017,727080
103445,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017,718350
103446,"['Action', 'Indie', 'Strategy']",2017,656450
103447,"['Adventure', 'Indie']",2017,634120
103448,['Simulation'],2017,630917
103449,"['Casual', 'Indie', 'Strategy']",2017,628650
103450,"['Adventure', 'Casual', 'Indie']",2017,661080
103451,Sin dato,0,668010
103452,"['Indie', 'Strategy']",2017,517780
103453,"['Adventure', 'Indie']",2017,698250
103454,Sin dato,0,713230
103455,"['Indie', 'RPG']",2017,713260
103456,Sin dato,0,436320
103457,"['Action', 'RPG', 'Simulation', 'Strategy']",2017,715920
103458,"['Casual', 'Free to Play', 'Indie', 'Simulation']",2017,726660
103459,"['Indie', 'RPG', 'Strategy']",2017,562250
103460,"['Adventure', 'Casual', 'Indie']",2017,707960
103461,"['Action', 'Indie']",2017,727630
103462,Sin dato,0,471200
103463,"['Action', 'Indie', 'Strategy']",2017,730210
103464,"['Adventure', 'Indie']",2017,661620
103465,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2018,680360
103466,"['Action', 'Indie', 'Strategy']",2017,399837
103467,"['Indie', 'RPG', 'Strategy']",2017,728060
103468,"['Indie', 'RPG', 'Strategy']",2017,727940
103469,['Simulation'],2017,621925
103470,"['Adventure', 'Indie']",2017,715470
103471,"['Casual', 'Indie', 'Simulation', 'Early Access']",2017,638000
103472,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",2017,300380
103473,"['Adventure', 'Indie']",2017,717450
103474,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2017,679270
103475,['Sports'],2017,596760
103476,"['Action', 'Indie', 'Early Access']",2017,689570
103477,"['Action', 'Adventure', 'Indie', 'Strategy']",2017,713340
103478,"['Adventure', 'Casual']",2017,723920
103479,['RPG'],2017,696810
103480,"['Indie', 'RPG', 'Strategy']",2017,727890
103481,"['Action', 'Adventure', 'Indie']",2017,680340
103482,Sin dato,0,683790
103483,"['Adventure', 'Casual']",2017,722760
103484,"['Indie', 'RPG', 'Strategy']",2017,728000
103485,"['Adventure', 'Casual']",2017,722770
103486,"['Action', 'Indie', 'Strategy']",2017,661380
103487,"['Indie', 'RPG']",2017,451020
103488,['Action'],2017,709170
103489,"['Casual', 'Indie', 'Strategy', 'Early Access']",2017,619230
103490,['Utilities'],2017,720930
103491,"['Action', 'Casual', 'Indie']",2017,695560
103492,"['Adventure', 'Indie']",2017,726140
103493,['Indie'],2017,660980
103494,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017,714320
103495,"['Indie', 'RPG']",2017,706350
103496,['Casual'],2017,716190
103497,['Casual'],2017,720170
103498,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",2017,727440
103499,"['Adventure', 'Indie']",2017,680980
103500,"['Action', 'Indie', 'Strategy']",2017,495580
103501,Sin dato,2016,632810
103502,"['Casual', 'Indie']",2017,708850
103503,"['Action', 'Adventure', 'Indie', 'Early Access']",2017,608630
103504,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2017,638060
103505,"['Action', 'Indie']",2017,701890
103506,"['Casual', 'Indie']",2017,717900
103507,"['Adventure', 'Indie']",2017,691520
103508,"['Adventure', 'Indie']",2017,711510
103509,"['Casual', 'Indie', 'RPG', 'Strategy']",2017,702190
103510,"['Action', 'Casual', 'Simulation', 'Sports', 'Strategy']",2017,723800
103511,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017,718360
103512,"['Casual', 'Indie', 'Strategy']",2017,709550
103513,"['Casual', 'Indie']",2017,722810
103514,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2017,695743
103515,"['Action', 'Casual', 'Indie', 'Early Access']",2017,697370
103516,"['Casual', 'Indie']",2017,709380
103517,"['Action', 'Indie']",2017,646460
103518,"['Action', 'Indie']",2017,703250
103519,"['Action', 'Indie']",2017,682590
103520,"['Casual', 'Indie']",2011,716310
103521,"['Casual', 'Indie', 'Sports']",2017,580661
103522,"['Action', 'Free to Play', 'Indie', 'Strategy']",2017,711022
103523,"['Action', 'Free to Play', 'Indie', 'Strategy']",2017,711023
103524,"['Action', 'Free to Play', 'Indie', 'Strategy']",2017,711020
103525,"['Adventure', 'Casual', 'Indie']",2017,710450
103526,"['Action', 'Free to Play', 'Indie', 'Strategy']",2017,711021
103527,Sin dato,0,716140
103528,Sin dato,2017,720590
103529,['RPG'],2017,711140
103530,"['Adventure', 'Casual', 'Indie']",2017,711720
103531,['Indie'],2017,706280
103532,"['Casual', 'Indie']",2017,714620
103533,"['Action', 'Indie', 'Sports']",2017,529520
103534,"['Adventure', 'Indie']",2017,710400
103535,"['Casual', 'Indie']",2017,710970
103536,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2017,680880
103537,"['Action', 'Free to Play', 'Simulation', 'Strategy']",2017,700480
103538,Sin dato,0,615270
103539,"['Action', 'Adventure', 'RPG']",1992,711230
103540,['Casual'],2017,421710
103541,Sin dato,2013,659580
103542,"['Casual', 'Indie', 'Simulation', 'Strategy']",2017,717370
103543,"['Adventure', 'Casual', 'Indie', 'Strategy']",2017,716850
103544,"['Adventure', 'Casual', 'Indie', 'RPG']",2017,386710
103545,"['Action', 'Adventure', 'Free to Play', 'Indie']",2017,721410
103546,Sin dato,2013,663870
103547,"['Casual', 'Indie']",2017,715340
103548,"['Adventure', 'Casual', 'Indie']",2017,716930
103549,Sin dato,2017,694460
103550,"['Action', 'Indie']",0,457410
103551,['Indie'],2017,711150
103552,"['Adventure', 'Indie', 'RPG', 'Early Access']",2017,402940
103553,"['Action', 'Casual', 'Indie']",2017,717620
103554,Sin dato,0,631670
103555,"['Action', 'Adventure', 'Casual', 'Indie']",2014,710480
103556,"['Casual', 'Free to Play', 'Indie', 'Simulation']",2017,704040
103557,"['Adventure', 'Casual']",2017,723910
103558,"['Action', 'Adventure', 'Casual', 'Indie']",2017,710330
103559,Sin dato,2017,695280
103560,Sin dato,2015,647310
103561,"['Action', 'Adventure', 'Indie']",2017,717200
103562,Sin dato,0,675330
103563,"['Indie', 'Sports']",2017,660390
103564,Sin dato,0,676460
103565,"['Action', 'Casual', 'Indie']",2017,714840
103566,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",2017,725880
103567,"['Casual', 'Free to Play']",2017,569510
103568,"['Action', 'Adventure', 'Sports']",2017,544630
103569,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2017,693750
103570,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",2017,665120
103571,"['Action', 'Adventure', 'Casual', 'Indie']",2017,710440
103572,"['Adventure', 'Casual', 'Indie']",2017,707870
103573,"['Action', 'Indie']",2017,683430
103574,"['Casual', 'Indie', 'Strategy']",2017,711970
103575,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2017,716790
103576,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017,707860
103577,"['Action', 'Indie', 'RPG', 'Early Access']",2017,674250
103578,Sin dato,0,646360
103579,"['Casual', 'Indie', 'Strategy']",2017,706390
103580,"['Action', 'Indie']",2017,704710
103581,Sin dato,0,704350
103582,"['Action', 'Adventure', 'Casual', 'Indie']",2017,564480
103583,"['Action', 'Indie']",2017,268910
103584,"['Adventure', 'Casual', 'Indie', 'Simulation']",2017,715980
103585,"['Action', 'Casual', 'Indie', 'Racing', 'Early Access']",0,657080
103586,"['Adventure', 'Indie', 'Simulation', 'Early Access']",2017,696250
103587,"['Action', 'Adventure', 'Casual', 'Indie']",2017,715720
103588,"['Indie', 'RPG', 'Strategy']",2017,595280
103589,"['Action', 'Adventure', 'Indie']",2017,616690
103590,"['Adventure', 'Casual']",2017,695980
103591,"['Adventure', 'Indie']",2017,619010
103592,"['Casual', 'Indie']",2017,703870
103593,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",2017,654690
103594,"['Action', 'Indie', 'Strategy']",0,546120
103595,"['Casual', 'Free to Play', 'Indie']",2017,723000
103596,"['Casual', 'Indie', 'Strategy']",2017,684170
103597,"['Action', 'Adventure', 'Indie', 'Early Access']",2017,672010
103598,"['Action', 'Casual', 'Indie']",2017,684530
103599,"['Casual', 'Indie']",2017,706980
103600,"['Casual', 'Indie']",2017,719090
103601,"['Adventure', 'Indie']",2017,554180
103602,"['Action', 'Casual', 'Indie']",2017,593670
103603,Sin dato,0,716980
103604,Sin dato,0,716970
103605,Sin dato,0,716960
103606,Sin dato,0,712410
103607,Sin dato,0,713150
103608,"['Action', 'Casual', 'Indie', 'Racing']",2017,681290
103609,"['Casual', 'Indie']",2017,713680
103610,"['Adventure', 'RPG']",2017,595560
103611,"['Adventure', 'RPG']",2017,714830
103612,"['Adventure', 'RPG']",2017,714831
103613,Sin dato,2017,701480
103614,['Education'],2017,707280
103615,"['Indie', 'RPG', 'Early Access']",2017,641950
103616,"['Action', 'Indie', 'Sports', 'Early Access']",2017,616520
103617,['Indie'],2017,515890
103618,['Indie'],2017,722720
103619,['Action'],2017,723320
103620,"['Indie', 'RPG']",2017,707330
103621,"['Adventure', 'Casual', 'Simulation']",2017,435370
103622,"['Adventure', 'RPG']",2017,712330
103623,Sin dato,0,694660
103624,['Action'],2017,698224
103625,['Action'],2017,698223
103626,Sin dato,0,705160
103627,"['Action', 'Adventure', 'Casual', 'Indie']",2017,723200
103628,"['Adventure', 'Casual', 'Indie', 'Racing']",2017,701960
103629,Sin dato,0,542030
103630,Sin dato,0,713350
103631,"['Casual', 'Indie', 'Simulation']",2017,695110
103632,['Strategy'],2017,648340
103633,"['Casual', 'Sports']",2017,698480
103634,"['Free to Play', 'Indie', 'Early Access']",2017,690610
103635,"['Action', 'Casual', 'Indie', 'Racing']",2017,709400
103636,"['Casual', 'Indie']",2017,499140
103637,"['Action', 'Adventure', 'Indie']",2017,690400
103638,"['Casual', 'Indie']",2017,707000
103639,"['Adventure', 'Casual', 'Indie']",2017,696620
103640,Sin dato,0,693990
103641,"['Design &amp; Illustration', 'Web Publishing']",2017,721052
103642,"['Design &amp; Illustration', 'Web Publishing']",2017,721053
103643,"['Design &amp; Illustration', 'Web Publishing']",2017,721054
103644,"['Design &amp; Illustration', 'Web Publishing']",2017,721050
103645,"['Design &amp; Illustration', 'Web Publishing']",2017,721060
103646,"['Design &amp; Illustration', 'Web Publishing']",2017,721051
103647,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,439350
103648,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,717030
103649,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,717031
103650,Sin dato,0,701010
103651,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,717032
103652,['Simulation'],2017,562373
103653,Sin dato,0,623050
103654,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017,688370
103655,"['Action', 'Strategy']",2017,594570
103656,"['Free to Play', 'Indie', 'Simulation']",2017,724020
103657,"['Indie', 'Strategy']",2017,706920
103658,"['Action', 'Adventure', 'Indie']",2017,646100
103659,"['Action', 'Casual', 'Indie', 'Simulation']",2017,702840
103660,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017,714670
103661,Sin dato,0,721400
103662,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017,702090
103663,"['RPG', 'Simulation', 'Strategy', 'Early Access']",2017,311260
103664,['Action'],2017,708522
103665,"['Action', 'Adventure', 'Indie']",2017,404680
103666,"['Action', 'Adventure', 'Indie']",2017,719530
103667,"['Action', 'Indie']",2017,257030
103668,"['Action', 'Adventure', 'RPG']",2017,414740
103669,"['Action', 'Adventure']",2017,707080
103670,"['Action', 'Adventure', 'Casual', 'Indie']",2017,709890
103671,"['Adventure', 'Casual', 'Indie']",2017,696710
103672,"['Action', 'Indie', 'Simulation', 'Strategy']",2017,713690
103673,Sin dato,0,520750
103674,"['Casual', 'Indie']",2017,700920
103675,"['Action', 'Adventure', 'RPG']",2017,720860
103676,"['Casual', 'Free to Play', 'Indie', 'Sports']",2017,704340
103677,"['Indie', 'RPG', 'Strategy']",2017,722740
103678,"['Indie', 'RPG', 'Strategy']",2017,710000
103679,"['Casual', 'Indie']",2017,721470
103680,"['Indie', 'RPG', 'Strategy']",2017,722690
103681,"['Casual', 'Simulation']",2017,637743
103682,"['Indie', 'RPG', 'Strategy']",2017,717100
103683,"['Casual', 'Simulation']",2017,637744
103684,"['Casual', 'Simulation']",2017,637746
103685,"['Casual', 'Simulation']",2017,637745
103686,"['Casual', 'Simulation']",2017,637747
103687,"['Casual', 'Indie']",2017,712380
103688,Sin dato,0,688480
103689,['Action'],2017,708521
103690,['Action'],2017,708530
103691,"['Action', 'Adventure', 'Casual', 'Indie']",2017,705200
103692,['Action'],2017,708520
103693,['Action'],2017,700800
103694,['Simulation'],2017,646661
103695,['Simulation'],2017,646660
103696,"['Casual', 'Indie', 'Early Access']",2017,713830
103697,['Simulation'],2017,646673
103698,"['Indie', 'RPG', 'Strategy']",2017,722710
103699,['Simulation'],2017,646662
103700,['Simulation'],2017,646663
103701,['Simulation'],2017,646664
103702,['Simulation'],2017,646666
103703,['Simulation'],2017,646667
103704,['Simulation'],2017,442120
103705,['Simulation'],2017,646668
103706,['Simulation'],2017,646669
103707,['Simulation'],2017,646670
103708,['Simulation'],2017,646671
103709,['Simulation'],2017,646672
103710,['Simulation'],2017,657421
103711,['Simulation'],2017,657422
103712,['Simulation'],2017,657420
103713,['Simulation'],2017,657423
103714,['Simulation'],2017,646665
103715,"['Action', 'Adventure', 'Casual', 'Indie']",2017,709220
103716,['RPG'],2017,688241
103717,['RPG'],2017,704150
103718,['RPG'],2017,688242
103719,['Simulation'],2017,657424
103720,['RPG'],2017,688243
103721,['RPG'],2017,688244
103722,['RPG'],2017,688245
103723,['RPG'],2017,688246
103724,['RPG'],2017,688247
103725,"['Indie', 'Strategy']",2017,676910
103726,"['Action', 'Adventure', 'Casual', 'Indie']",2017,704550
103727,"['Casual', 'Indie']",2017,695420
103728,"['Action', 'Free to Play', 'Indie']",2017,682970
103729,Sin dato,0,707340
103730,"['Adventure', 'Casual', 'Indie']",2017,566410
103731,"['Action', 'Adventure', 'Indie']",2017,662380
103732,"['Indie', 'Racing']",2017,447920
103733,Sin dato,0,670130
103734,"['Casual', 'Indie']",2017,719900
103735,"['Action', 'Adventure', 'Simulation']",2017,709720
103736,"['Indie', 'RPG', 'Simulation', 'Strategy']",0,689470
103737,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017,713600
103738,"['Simulation', 'Strategy']",2017,710490
103739,"['Casual', 'Indie']",2017,711090
103740,"['Casual', 'Indie']",2017,711080
103741,"['Casual', 'Indie']",2017,711100
103742,Sin dato,0,694160
103743,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2017,686090
103744,"['Action', 'Indie', 'Racing']",2017,632580
103745,"['Casual', 'Indie']",2017,710390
103746,"['Indie', 'RPG', 'Strategy']",2017,718420
103747,"['Indie', 'RPG', 'Strategy']",2017,709670
103748,"['Indie', 'RPG', 'Strategy']",2017,718460
103749,"['Indie', 'RPG', 'Strategy']",2017,718480
103750,"['Indie', 'RPG', 'Strategy']",2017,718390
103751,Sin dato,2017,695010
103752,Sin dato,0,666850
103753,Sin dato,0,707750
103754,Sin dato,0,655620
103755,"['Indie', 'Simulation', 'Strategy']",2016,440650
103756,"['Indie', 'Simulation', 'Strategy']",2017,712900
103757,"['Action', 'Strategy']",2017,710300
103758,"['Action', 'Strategy']",2017,553210
103759,"['Action', 'Indie', 'RPG']",2017,386100
103760,"['Action', 'Indie', 'Early Access']",2017,589290
103761,['Strategy'],2017,521790
103762,['Action'],2017,702660
103763,"['Action', 'Indie', 'Simulation']",2017,697800
103764,"['Adventure', 'Casual', 'Indie']",2017,701020
103765,Sin dato,2017,713400
103766,['Racing'],2017,648301
103767,Sin dato,0,378860
103768,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2017,699090
103769,"['Action', 'Adventure', 'Indie', 'RPG']",2017,704950
103770,"['Free to Play', 'Strategy']",2017,687280
103771,"['Action', 'Casual', 'Indie', 'Simulation']",2017,699240
103772,"['Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",2017,639300
103773,"['Adventure', 'Indie']",2017,720110
103774,"['Casual', 'RPG', 'Simulation']",2017,409570
103775,Sin dato,0,641590
103776,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017,720900
103777,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017,702080
103778,"['Action', 'Adventure', 'Indie']",2017,718690
103779,"['Action', 'Simulation', 'Strategy']",2017,707770
103780,['Simulation'],2017,708171
103781,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2017,714230
103782,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017,669320
103783,"['Action', 'Casual', 'Indie']",2017,712440
103784,['Simulation'],2017,623263
103785,"['Casual', 'Indie', 'Strategy']",2017,706380
103786,['Simulation'],2017,623265
103787,['Simulation'],2017,623264
103788,"['Action', 'Adventure', 'Casual', 'Indie']",2017,691250
103789,"['Action', 'Indie']",2017,645240
103790,"['Action', 'Casual', 'Indie', 'Simulation']",2017,705440
103791,['Simulation'],2017,411920
103792,['Casual'],2017,702300
103793,Sin dato,0,711530
103794,"['Adventure', 'Indie']",2017,629840
103795,"['Action', 'Adventure', 'Free to Play', 'Indie']",2017,436180
103796,"['Casual', 'Indie']",2017,703210
103797,Sin dato,0,708680
103798,"['Action', 'Adventure', 'Indie']",2017,462600
103799,"['Casual', 'Indie']",2017,709160
103800,"['Action', 'Adventure', 'Indie']",2017,571310
103801,"['Action', 'Adventure', 'Casual', 'Indie']",2017,707600
103802,Sin dato,2017,666430
103803,"['Action', 'Casual', 'Indie']",2017,675940
103804,Sin dato,0,698340
103805,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']",2017,714850
103806,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']",2017,714860
103807,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']",2017,714861
103808,"['Casual', 'Indie']",2017,693300
103809,"['Indie', 'Strategy']",2017,604040
103810,"['Indie', 'RPG', 'Strategy']",2017,614350
103811,Sin dato,0,705870
103812,"['Indie', 'RPG', 'Strategy']",2017,614300
103813,"['Casual', 'Indie', 'Simulation']",2017,287220
103814,"['Action', 'Indie', 'Racing']",2017,708610
103815,"['Design &amp; Illustration', 'Photo Editing']",2017,398810
103816,"['Action', 'Indie', 'Strategy']",2017,405190
103817,"['Adventure', 'Casual', 'Indie']",2017,668630
103818,Sin dato,0,690690
103819,"['Action', 'Adventure', 'Indie', 'Early Access']",2017,693830
103820,"['Indie', 'RPG', 'Strategy']",2017,614290
103821,"['Adventure', 'Casual', 'Indie', 'Simulation']",2017,679770
103822,"['Casual', 'Indie']",2017,710080
103823,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",2017,708500
103824,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",2017,719670
103825,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",2017,708490
103826,['Action'],2017,701620
103827,['Casual'],2017,699160
103828,"['Action', 'Adventure', 'Casual', 'Indie']",2017,711310
103829,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017,710120
103830,['Simulation'],2017,621924
103831,"['Action', 'Early Access']",2017,391530
103832,"['Adventure', 'Indie']",2017,579760
103833,"['Simulation', 'Strategy']",2017,642750
103834,"['Casual', 'Indie']",2017,689910
103835,"['Action', 'Simulation', 'Strategy']",2017,710800
103836,"['Action', 'Adventure', 'Indie', 'Early Access']",2017,454770
103837,Sin dato,0,636950
103838,Sin dato,0,632620
103839,"['Action', 'Casual', 'Indie']",2017,707470
103840,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017,710110
103841,"['Action', 'Adventure', 'Early Access']",2017,693280
103842,"['Action', 'Adventure', 'Casual']",2017,682640
103843,"['Casual', 'Indie']",2017,685120
103844,['RPG'],2017,698510
103845,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2017,676210
103846,"['Action', 'Indie']",2017,702150
103847,"['Casual', 'Free to Play', 'Indie']",2017,683670
